AR010000794,000150844
AR010000807,000150845
AR010001269,000150846
AR010000804,000150849
AR010020013,000150850
AR010001038,000150854
AR010020016,000150855
AR010073052,000150857
AR010020040,000150859
AR010438959,000150860
AR010084326,000150861
AR010085855,000150862
AR010086108,000150863
AR010086051,000150864
AR010303479,000150865
AR010123948,000150866
AR010086081,000150867
AR010084320,000150868
AR010086120,000150869
AR010085997,000150870
AR010076099,000150871
AR010030639,000150872
AR010084395,000150873
AR010017098,000150874
AR010775179,000150875
AR010504282,000150877
AR010387758,000150878
AR010665445,000150880
AR010821327,000150881
AR010923446,000150886
AR010179827,000150888
AR010518216,000150889
AR010464498,000150890
AR010657378,000150891
AR010518217,000150892
AR010179830,000150894
AR010179833,000150896
AR010156681,000150897
AR010388131,000150901
AR010085141,000150903
AR010085174,000150904
AR010388210,000150905
AR010957567,000150908
AR010388230,000150909
AR010978164,000150912
AR010208094,000150920
AR010659084,000150926
AR010719392,000150927
AR010292296,000150931
AR010084885,000150932
AR010190653,000150947
AR010899355,000150953
AR010449024,000150955
AR010085315,000150957
AR010120278,000150958
AR010085345,000150959
AR010252889,000150960
AR010954166,000150962
AR010937304,000150965
AR010996866,000150967
AR010085234,000150970
AR010996870,000150974
AR010125575,000150977
AR010084744,000150981
AR010084849,000150983
AR010084843,000150984
AR010301287,000150985
AR010301158,000150987
AR010084930,000150988
AR010084936,000150989
AR010261866,000150991
AR010875156,000150994
AR010271916,000150998
AR010138724,000150999
AR010097945,000151000
AR010703598,000151002
AR010874115,000151003
AR010996939,000151018
AR010996948,000151024
AR010085043,000151031
AR010422109,000151032
AR010085073,000151033
AR010182101,000151034
AR010448280,000151036
AR010822592,000151037
AR010970797,000151038
AR010422129,000151039
AR010448286,000151041
AR010908133,000151042
AR010708051,000151046
AR010756484,000151049
AR010448383,000151050
AR010192036,000151060
AR010958688,000151061
AR010744118,000151063
AR010768368,000151064
AR010326786,000151066
AR010351679,000151068
AR010704579,000151070
AR010830122,000151071
AR010124850,000151073
AR010631430,000151076
AR010723900,000151081
AR010631457,000151087
AR010348022,000151088
AR010348031,000151098
AR010179890,000151103
AR010631555,000151106
AR010366479,000151108
AR010896546,000151111
AR010179899,000151128
AR010280154,000151131
AR010604732,000151133
AR010604733,000151135
AR010604734,000151136
AR010604740,000151137
AR010426904,000151143
AR010176434,000151149
AR010362946,000151153
AR010254234,000151156
AR010857440,000151157
AR010997017,000151160
AR010752681,000151164
AR010997019,000151165
AR010459698,000151167
AR010459701,000151168
AR010459696,000151169
AR010124905,000151170
AR010790622,000151171
AR010192099,000151173
AR010124911,000151174
AR010192102,000151175
